scientificName	scientificNameID	count	scientificNameMatch	url	status	scientificNameaccepted	rank	kingdom	class	family	isMarine	isBrackish	isFreshwater	isTerrestrial	isExtinct
Anodontia ovum	urn:lsid:marinespecies.org:taxname:717018	7	Anodontia ovum	https://marinespecies.org/aphia.php?p=taxdetails&id=717018	unaccepted	Euanodontia ovum	Species	Animalia	Bivalvia	Lucinidae	1	0	0	0	
Anoplodactylus	urn:lsid:marinespecies.org:taxname:134592	12	Anoplodactylus	https://marinespecies.org/aphia.php?p=taxdetails&id=134592	accepted	Anoplodactylus	Genus	Animalia	Pycnogonida	Phoxichilidiidae	1				
Anoplodactylus stictus	urn:lsid:marinespecies.org:taxname:240282	5	Anoplodactylus stictus	https://marinespecies.org/aphia.php?p=taxdetails&id=240282	accepted	Anoplodactylus stictus	Species	Animalia	Pycnogonida	Phoxichilidiidae	1	0	0	0	
Ansanella	urn:lsid:marinespecies.org:taxname:836617	92	Ansanella	https://marinespecies.org/aphia.php?p=taxdetails&id=836617	accepted	Ansanella	Genus	Chromista	Dinophyceae	Suessiaceae	1				
Ansanella granifera	urn:lsid:marinespecies.org:taxname:840753	7	Ansanella granifera	https://marinespecies.org/aphia.php?p=taxdetails&id=840753	accepted	Ansanella granifera	Species	Chromista	Dinophyceae	Suessiaceae	1				
Ansanella natalensis	urn:lsid:marinespecies.org:taxname:1379929	55	Ansanella natalensis	https://marinespecies.org/aphia.php?p=taxdetails&id=1379929	accepted	Ansanella natalensis	Species	Chromista	Dinophyceae	Suessiaceae	1				
Anteaeolidiella cacaotica	urn:lsid:marinespecies.org:taxname:730414	1	Anteaeolidiella cacaotica	https://marinespecies.org/aphia.php?p=taxdetails&id=730414	accepted	Anteaeolidiella cacaotica	Species	Animalia	Gastropoda	Aeolidiidae	1		0	0	
Anteholosticha petzi		2													
Antetintinnidium		11													
Antetintinnidium mucicola		41													
Anthessius sp.		6													
Anthoathecata	urn:lsid:marinespecies.org:taxname:13551	7	Anthoathecata	https://marinespecies.org/aphia.php?p=taxdetails&id=13551	accepted	Anthoathecata	Order	Animalia	Hydrozoa		1	1	1	0	0
Anthopleura elegantissima	urn:lsid:marinespecies.org:taxname:283347	4	Anthopleura elegantissima	https://marinespecies.org/aphia.php?p=taxdetails&id=283347	accepted	Anthopleura elegantissima	Species	Animalia	Hexacorallia	Actiniidae	1			0	
Anthosoma crassum	urn:lsid:marinespecies.org:taxname:135797	5	Anthosoma crassum	https://marinespecies.org/aphia.php?p=taxdetails&id=135797	accepted	Anthosoma crassum	Species	Animalia	Copepoda	Dichelesthiidae	1	0	0	0	
Anthozoa	urn:lsid:marinespecies.org:taxname:1292	766	Anthozoa	https://marinespecies.org/aphia.php?p=taxdetails&id=1292	accepted	Anthozoa	Subphylum	Animalia			1	1		0	
Anticomidae sp.		33													
Antipathes atlantica	urn:lsid:marinespecies.org:taxname:283882	6	Antipathes atlantica	https://marinespecies.org/aphia.php?p=taxdetails&id=283882	accepted	Antipathes atlantica	Species	Animalia	Hexacorallia	Antipathidae	1			0	
Antithamnion	urn:lsid:marinespecies.org:taxname:143827	7	Antithamnion	https://marinespecies.org/aphia.php?p=taxdetails&id=143827	accepted	Antithamnion	Genus	Plantae	Florideophyceae	Ceramiaceae	1				
Antithamnion antillanum	urn:lsid:marinespecies.org:taxname:494947	3	Antithamnion antillanum	https://marinespecies.org/aphia.php?p=taxdetails&id=494947	accepted	Antithamnion antillanum	Species	Plantae	Florideophyceae	Ceramiaceae	1				
Antithamnionella	urn:lsid:marinespecies.org:taxname:143828	6	Antithamnionella	https://marinespecies.org/aphia.php?p=taxdetails&id=143828	accepted	Antithamnionella	Genus	Plantae	Florideophyceae	Ceramiaceae	1				
Antonospora		3													
Antonospora psocopterae		4													
Anurofeca sp.		27													
Aonidiella aurantii		2													
Apataxia cerithiiformis	urn:lsid:marinespecies.org:taxname:871015	4	Apataxia cerithiiformis	https://marinespecies.org/aphia.php?p=taxdetails&id=871015	accepted	Apataxia cerithiiformis	Species	Animalia	Gastropoda	Rissoinidae	1	0	0	0	0
Apatococcus lobatus	urn:lsid:marinespecies.org:taxname:610953	78	Apatococcus lobatus	https://marinespecies.org/aphia.php?p=taxdetails&id=610953	accepted	Apatococcus lobatus	Species	Plantae	Trebouxiophyceae	Chlorellaceae	0	0	1	1	
Aphelenchoides	urn:lsid:marinespecies.org:taxname:227509	4	Aphelenchoides	https://marinespecies.org/aphia.php?p=taxdetails&id=227509	accepted	Aphelenchoides	Genus	Animalia	Chromadorea	Aphelenchoididae	1	1	1	1	
Aphelenchoides bicaudatus	urn:lsid:marinespecies.org:taxname:1294801	4	Aphelenchoides bicaudatus	https://marinespecies.org/aphia.php?p=taxdetails&id=1294801	accepted	Aphelenchoides bicaudatus	Species	Animalia	Chromadorea	Aphelenchoididae	0	0	1		
Aphelenchoides fragariae	urn:lsid:marinespecies.org:taxname:1294803	2	Aphelenchoides fragariae	https://marinespecies.org/aphia.php?p=taxdetails&id=1294803	accepted	Aphelenchoides fragariae	Species	Animalia	Chromadorea	Aphelenchoididae	0	0	1		
Aphelenchoides fujianensis	urn:lsid:marinespecies.org:taxname:1459258	1	Aphelenchoides fujianensis	https://marinespecies.org/aphia.php?p=taxdetails&id=1459258	accepted	Aphelenchoides fujianensis	Species	Animalia	Chromadorea	Aphelenchoididae				1	
Apionsoma misakianum		75													
Aplanochytrium sp.		21													
Aplousobranchia	urn:lsid:marinespecies.org:taxname:103434	21	Aplousobranchia	https://marinespecies.org/aphia.php?p=taxdetails&id=103434	accepted	Aplousobranchia	Order	Animalia	Ascidiacea		1		1	0	
Aplysia	urn:lsid:marinespecies.org:taxname:137654	4	Aplysia	https://marinespecies.org/aphia.php?p=taxdetails&id=137654	accepted	Aplysia	Genus	Animalia	Gastropoda	Aplysiidae	1				
Aplysia parvula	urn:lsid:marinespecies.org:taxname:138757	4	Aplysia parvula	https://marinespecies.org/aphia.php?p=taxdetails&id=138757	accepted	Aplysia parvula	Species	Animalia	Gastropoda	Aplysiidae	1				
Apokeronopsis	urn:lsid:marinespecies.org:taxname:425672	4	Apokeronopsis	https://marinespecies.org/aphia.php?p=taxdetails&id=425672	accepted	Apokeronopsis	Genus	Chromista	Spirotrichea	Pseudokeronopsidae	1	0	0	0	
Apolemia sp.		189													
Apophysomyces elegans		1													
Apostomatia	urn:lsid:marinespecies.org:taxname:425432	39	Apostomatia	https://marinespecies.org/aphia.php?p=taxdetails&id=425432	accepted	Apostomatia	Subclass	Chromista	Oligohymenophorea		1	0	1	0	
Appendicularia	urn:lsid:marinespecies.org:taxname:146421	39	Appendicularia	https://marinespecies.org/aphia.php?p=taxdetails&id=146421	accepted	Appendicularia	Class	Animalia	Appendicularia		1	1	0	0	
Appendicularia X sp.		142													
Apusomonadidae Group-1 XX sp.		11													
Apusomonadidae Group-2B X sp.		64													
Arachnida	urn:lsid:marinespecies.org:taxname:1300	180	Arachnida	https://marinespecies.org/aphia.php?p=taxdetails&id=1300	accepted	Arachnida	Class	Animalia	Arachnida		1	1	1	1	
Arca	urn:lsid:marinespecies.org:taxname:137670	8	Arca	https://marinespecies.org/aphia.php?p=taxdetails&id=137670	accepted	Arca	Genus	Animalia	Bivalvia	Arcidae	1	0	0	0	0
Arca sp.		10													
Arcania	urn:lsid:marinespecies.org:taxname:204364	1	Arcania	https://marinespecies.org/aphia.php?p=taxdetails&id=204364	accepted	Arcania	Genus	Animalia	Malacostraca	Leucosiidae	1	0	0	0	0
Archaeperidinium	urn:lsid:marinespecies.org:taxname:604918	13	Archaeperidinium	https://marinespecies.org/aphia.php?p=taxdetails&id=604918	accepted	Archaeperidinium	Genus	Chromista	Dinophyceae	Peridiniida incertae sedis	1	0	0	0	
Archaeplastida		698													
Archaster typicus	urn:lsid:marinespecies.org:taxname:213119	63	Archaster typicus	https://marinespecies.org/aphia.php?p=taxdetails&id=213119	accepted	Archaster typicus	Species	Animalia	Asteroidea	Archasteridae	1	0	0	0	0
Arcidae	urn:lsid:marinespecies.org:taxname:208	11	Arcidae	https://marinespecies.org/aphia.php?p=taxdetails&id=208	accepted	Arcidae	Family	Animalia	Bivalvia	Arcidae	1	1	1		
Arcobacter sp.		4													
Arcoida		51													
Arctic97B4 marine group XX sp.		2													
Arenicola	urn:lsid:marinespecies.org:taxname:129206	11	Arenicola	https://marinespecies.org/aphia.php?p=taxdetails&id=129206	accepted	Arenicola	Genus	Animalia	Polychaeta	Arenicolidae	1	0	0	0	0
Aristerostoma sp.		42													
Armatobalanus sp.		9													
Armophorea X		7													
Armophorea XX		1													
Arnoldiella sp.		3													
Artemia franciscana	urn:lsid:marinespecies.org:taxname:717572	3	Artemia franciscana	https://marinespecies.org/aphia.php?p=taxdetails&id=717572	accepted	Artemia franciscana	Species	Animalia	Branchiopoda	Artemiidae			1		
Artemia salina	urn:lsid:marinespecies.org:taxname:480246	2	Artemia salina	https://marinespecies.org/aphia.php?p=taxdetails&id=480246	accepted	Artemia salina	Species	Animalia	Branchiopoda	Artemiidae	0	1	0	0	
Artemisina	urn:lsid:marinespecies.org:taxname:131866	7	Artemisina	https://marinespecies.org/aphia.php?p=taxdetails&id=131866	accepted	Artemisina	Genus	Animalia	Demospongiae	Microcionidae	1	0	0	0	
Artemisina melana	urn:lsid:marinespecies.org:taxname:190048	13	Artemisina melana	https://marinespecies.org/aphia.php?p=taxdetails&id=190048	accepted	Artemisina melana	Species	Animalia	Demospongiae	Microcionidae	1	0	0	0	
Arthrinium sp.		66													
Arthrobotrys	urn:lsid:marinespecies.org:taxname:437466	13	Arthrobotrys	https://marinespecies.org/aphia.php?p=taxdetails&id=437466	accepted	Arthrobotrys	Genus	Fungi	Orbiliomycetes	Orbiliaceae	1	1	1	1	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065	11203	Arthropoda	https://marinespecies.org/aphia.php?p=taxdetails&id=1065	accepted	Arthropoda	Phylum	Animalia			1	1	1	1	
Ascidia	urn:lsid:marinespecies.org:taxname:103483	6	Ascidia	https://marinespecies.org/aphia.php?p=taxdetails&id=103483	accepted	Ascidia	Genus	Animalia	Ascidiacea	Ascidiidae	1		0	0	
Ascidia ahodori	urn:lsid:marinespecies.org:taxname:249965	171	Ascidia ahodori	https://marinespecies.org/aphia.php?p=taxdetails&id=249965	accepted	Ascidia ahodori	Species	Animalia	Ascidiacea	Ascidiidae	1		0	0	
Ascidia gemmata	urn:lsid:marinespecies.org:taxname:249992	152	Ascidia gemmata	https://marinespecies.org/aphia.php?p=taxdetails&id=249992	accepted	Ascidia gemmata	Species	Animalia	Ascidiacea	Ascidiidae	1		0	0	
Ascidia sydneiensis samea		299													
Ascidiacea	urn:lsid:marinespecies.org:taxname:1839	2629	Ascidiacea	https://marinespecies.org/aphia.php?p=taxdetails&id=1839	accepted	Ascidiacea	Class	Animalia	Ascidiacea		1		1	0	
Ascogregarina culicis		1													
Ascogregarina sp.		3													
Ascogregarina taiwanensis		3													
Ascomycota	urn:lsid:marinespecies.org:taxname:21891	2493	Ascomycota	https://marinespecies.org/aphia.php?p=taxdetails&id=21891	accepted	Ascomycota	Phylum (Division)	Fungi			1	1	1	1	
Ashbya gossypii		125													
Askenasia sp.		320													
Aspergillaceae	urn:lsid:marinespecies.org:taxname:1457161	117	Aspergillaceae	https://marinespecies.org/aphia.php?p=taxdetails&id=1457161	accepted	Aspergillaceae	Family	Fungi	Eurotiomycetes	Aspergillaceae	1				
Aspergillus	urn:lsid:marinespecies.org:taxname:100211	621	Aspergillus	https://marinespecies.org/aphia.php?p=taxdetails&id=100211	accepted	Aspergillus	Genus	Fungi	Eurotiomycetes	Trichocomaceae	1	1	1	1	
Aspergillus aculeatus	urn:lsid:marinespecies.org:taxname:1726926	10	Aspergillus aculeatus	https://marinespecies.org/aphia.php?p=taxdetails&id=1726926	accepted	Aspergillus aculeatus	Species	Fungi	Eurotiomycetes	Trichocomaceae	1				
Aspergillus lentulus		152													
Aspergillus niger	urn:lsid:marinespecies.org:taxname:100495	7	Aspergillus niger	https://marinespecies.org/aphia.php?p=taxdetails&id=100495	accepted	Aspergillus niger	Species	Fungi	Eurotiomycetes	Trichocomaceae	1	1	1	1	
Aspergillus oryzae		8													
Aspergillus penicillioides		22													
Aspergillus versicolor	urn:lsid:marinespecies.org:taxname:100498	84	Aspergillus versicolor	https://marinespecies.org/aphia.php?p=taxdetails&id=100498	accepted	Aspergillus versicolor	Species	Fungi	Eurotiomycetes	Trichocomaceae	1				
Aspidiophorus	urn:lsid:marinespecies.org:taxname:114426	6	Aspidiophorus	https://marinespecies.org/aphia.php?p=taxdetails&id=114426	accepted	Aspidiophorus	Genus	Animalia		Chaetonotidae	1	0	1	0	
Aspidiophorus paramediterraneus	urn:lsid:marinespecies.org:taxname:154537	34	Aspidiophorus paramediterraneus	https://marinespecies.org/aphia.php?p=taxdetails&id=154537	accepted	Aspidiophorus paramediterraneus	Species	Animalia		Chaetonotidae	1	0	0	0	
Aspidiotus destructor	urn:lsid:marinespecies.org:taxname:1489074	4	Aspidiotus destructor	https://marinespecies.org/aphia.php?p=taxdetails&id=1489074	accepted	Aspidiotus destructor	Species	Animalia	Hexapoda	Diaspididae				1	
Aspidisca	urn:lsid:marinespecies.org:taxname:179324	10	Aspidisca	https://marinespecies.org/aphia.php?p=taxdetails&id=179324	accepted	Aspidisca	Genus	Chromista	Spirotrichea	Aspidiscidae	1	0	0	0	
Aspidisca magna	urn:lsid:marinespecies.org:taxname:417103	2	Aspidisca magna	https://marinespecies.org/aphia.php?p=taxdetails&id=417103	accepted	Aspidisca magna	Species	Chromista	Spirotrichea	Aspidiscidae	1	0	0	0	
Aspidisca sp.		2													
Aspidosiphon	urn:lsid:marinespecies.org:taxname:136019	6	Aspidosiphon	https://marinespecies.org/aphia.php?p=taxdetails&id=136019	accepted	Aspidosiphon	Genus	Animalia		Aspidosiphonidae	1		0	0	
Aspidosiphon steenstrupii	urn:lsid:marinespecies.org:taxname:425113	40	Aspidosiphon steenstrupii	https://marinespecies.org/aphia.php?p=taxdetails&id=425113	alternative representation	Aspidosiphon (Paraspidosiphon) steenstrupii	Species	Animalia		Aspidosiphonidae	1	0	0	0	
Asteronotus cespitosus	urn:lsid:marinespecies.org:taxname:215302	1	Asteronotus cespitosus	https://marinespecies.org/aphia.php?p=taxdetails&id=215302	accepted	Asteronotus cespitosus	Species	Animalia	Gastropoda	Discodorididae	1				
Asteropsis carinifera	urn:lsid:marinespecies.org:taxname:213177	2	Asteropsis carinifera	https://marinespecies.org/aphia.php?p=taxdetails&id=213177	accepted	Asteropsis carinifera	Species	Animalia	Asteroidea	Asteropseidae	1	0	0	0	0
Asterropteryx semipunctata	urn:lsid:marinespecies.org:taxname:277497	2	Asterropteryx semipunctata	https://marinespecies.org/aphia.php?p=taxdetails&id=277497	accepted	Asterropteryx semipunctata	Species	Animalia	Teleostei	Gobiidae	1	0	0	0	
Astropecten polyacanthus	urn:lsid:marinespecies.org:taxname:213245	4	Astropecten polyacanthus	https://marinespecies.org/aphia.php?p=taxdetails&id=213245	accepted	Astropecten polyacanthus	Species	Animalia	Asteroidea	Astropectinidae	1	0	0	0	0
Asulcocephalium miricentonis	urn:lsid:marinespecies.org:taxname:1380161	6	Asulcocephalium miricentonis	https://marinespecies.org/aphia.php?p=taxdetails&id=1380161	accepted	Asulcocephalium miricentonis	Species	Chromista	Dinophyceae	Suessiaceae	0	0	1		
Asymmetron lucayanum	urn:lsid:marinespecies.org:taxname:221006	4	Asymmetron lucayanum	https://marinespecies.org/aphia.php?p=taxdetails&id=221006	accepted	Asymmetron lucayanum	Species	Animalia	Leptocardii	Branchiostomatidae	1				
Atagema notacristata	urn:lsid:marinespecies.org:taxname:555952	1	Atagema notacristata	https://marinespecies.org/aphia.php?p=taxdetails&id=555952	accepted	Atagema notacristata	Species	Animalia	Gastropoda	Discodorididae	1				
Aurantiochytrium limacinum		4													
Aurantiochytrium mangrovei		12													
Aurelia	urn:lsid:marinespecies.org:taxname:135263	9	Aurelia	https://marinespecies.org/aphia.php?p=taxdetails&id=135263	accepted	Aurelia	Genus	Animalia	Scyphozoa	Ulmaridae	1	0	0	0	0
Aurelia aurita	urn:lsid:marinespecies.org:taxname:135306	91	Aurelia aurita	https://marinespecies.org/aphia.php?p=taxdetails&id=135306	accepted	Aurelia aurita	Species	Animalia	Scyphozoa	Ulmaridae	1		0	0	
Aurelia insularia	urn:lsid:marinespecies.org:taxname:1539735	16	Aurelia insularia	https://marinespecies.org/aphia.php?p=taxdetails&id=1539735	accepted	Aurelia insularia	Species	Animalia	Scyphozoa	Ulmaridae	1	0	0	0	0
Aurelia miyakei	urn:lsid:marinespecies.org:taxname:1539730	14	Aurelia miyakei	https://marinespecies.org/aphia.php?p=taxdetails&id=1539730	accepted	Aurelia miyakei	Species	Animalia	Scyphozoa	Ulmaridae	1	0	0	0	0
Auricularia polytricha	urn:lsid:marinespecies.org:taxname:1485430	22	Auricularia polytricha	https://marinespecies.org/aphia.php?p=taxdetails&id=1485430	accepted	Auricularia polytricha	Species	Fungi	Agaricomycetes	Auriculariaceae				1	
Aurigequula fasciata	urn:lsid:marinespecies.org:taxname:1019864	6	Aurigequula fasciata	https://marinespecies.org/aphia.php?p=taxdetails&id=1019864	accepted	Aurigequula fasciata	Species	Animalia	Teleostei	Leiognathidae	1	1	0	0	
Auritoglyptes sp.		69													
Aurospio	urn:lsid:marinespecies.org:taxname:129608	61	Aurospio	https://marinespecies.org/aphia.php?p=taxdetails&id=129608	accepted	Aurospio	Genus	Animalia	Polychaeta	Spionidae	1	0	0	0	0
Aurospio dibranchiata	urn:lsid:marinespecies.org:taxname:131110	85	Aurospio dibranchiata	https://marinespecies.org/aphia.php?p=taxdetails&id=131110	accepted	Aurospio dibranchiata	Species	Animalia	Polychaeta	Spionidae	1	0	0	0	0
Austroglycyphagus geniculatus		2													
Austruca citrus	urn:lsid:marinespecies.org:taxname:1446644	3	Austruca citrus	https://marinespecies.org/aphia.php?p=taxdetails&id=1446644	accepted	Austruca citrus	Species	Animalia	Malacostraca	Ocypodidae	1				0
Auxis rochei	urn:lsid:marinespecies.org:taxname:127015	38	Auxis rochei	https://marinespecies.org/aphia.php?p=taxdetails&id=127015	accepted	Auxis rochei	Species	Animalia	Teleostei	Scombridae	1	1	0	0	
Axiopsis serratifrons	urn:lsid:marinespecies.org:taxname:246230	3	Axiopsis serratifrons	https://marinespecies.org/aphia.php?p=taxdetails&id=246230	accepted	Axiopsis serratifrons	Species	Animalia	Malacostraca	Axiidae	1	0	0	0	0
Axonolaimus sp.		36													
Bacidina arnoldiana		2													
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002	38	Bacillariaceae	https://marinespecies.org/aphia.php?p=taxdetails&id=149002	accepted	Bacillariaceae	Family	Chromista	Bacillariophyceae	Bacillariaceae	1	1	1	1	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899	224	Bacillariophyceae	https://marinespecies.org/aphia.php?p=taxdetails&id=148899	accepted	Bacillariophyceae	Class	Chromista	Bacillariophyceae		1	1	1	1	
Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	139	Bacillariophyta	https://marinespecies.org/aphia.php?p=taxdetails&id=148898	accepted	Bacillariophyta	Phylum	Chromista			1				
Bacteria	urn:lsid:marinespecies.org:taxname:6	2	Bacteria	https://marinespecies.org/aphia.php?p=taxdetails&id=6	accepted	Bacteria	Kingdom	Bacteria			1	1	1	1	
Bacteriastrum parallelum	urn:lsid:marinespecies.org:taxname:656612	1	Bacteriastrum parallelum	https://marinespecies.org/aphia.php?p=taxdetails&id=656612	unassessed	Bacteriastrum parallelum	Species	Chromista	Bacillariophyceae	Chaetocerotaceae	1			0	0
Baeolidia japonica	urn:lsid:marinespecies.org:taxname:599576	1	Baeolidia japonica	https://marinespecies.org/aphia.php?p=taxdetails&id=599576	accepted	Baeolidia japonica	Species	Animalia	Gastropoda	Aeolidiidae	1				
